,ID,Name,Type,Birds,Bees,Butterflies,Hedgehogs,Squirrels,Flowering period,Leaf color,Flower color,Evergreen,Plant growth,Sun exposure,Soil moisture,Maintenance,Maintenance description,Photo
799,799,Vetkruid Sedum Matrona,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Oktober September,BladGroen BladGrijs,BloemRoze BloemRood,NietWintergroen,60,Zon,Droog,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/tempFileForShare_20200615-142717.jpg"
800,800,Vetkruid Sedum Sarmentosum,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen BladGeel,BloemGeel,Wintergroen,15,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1748_src.jpg"
801,801,Vetkruid Sedum spectabile,Borderplanten,GeenVogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,September Oktober,BladGrijs,BloemRoze,NietWintergroen,40,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1993_src.jpg"
802,802,Vetkruid Sedum spectabile Brillant,Borderplanten,GeenVogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,September Oktober,BladGrijs,BloemRoze,NietWintergroen,40,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/VetkruidSedumspectabileBrillantrozetuinplant.jpg"
803,803,Vetkruid Sedum spectabile Meteor,Borderplanten,GeenVogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,September Oktober,BladGrijs,BloemRoze,NietWintergroen,40,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3488_src.jpg"
804,804,Vetkruid Sedum spectabile Rubin,Borderplanten,GeenVogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,September Oktober,BladGrijs,BloemRoze,NietWintergroen,40,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2065_src.jpg"
805,805,Vetkruid Sedum spectabile Septemberglut,Borderplanten,GeenVogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,September Oktober,BladGrijs,BloemRoze,NietWintergroen,40,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2014_src.jpg"
806,806,Vetkruid Sedum spectabile Stardust,Borderplanten,GeenVogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,September Oktober,BladGrijs,BloemWit,NietWintergroen,40,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4132_src.jpg"
807,807,Vingergras Panicum virgatum Rehbraun,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Augustus September,BladGroen,BloemGroen,NietWintergroen,120,Zon,Droog vochthoudend,Laag,De plant beslist niet voor de winter terugknippen. In het voorjaar kan de plant op 5 cm boven de grond worden afgeknipt.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vingergras-Panicum-virgatum-'Rehbraun'_Easy-Resize.com.jpg"
808,808,Vingerhoedskruid Digitalis Elizabeth,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemRoze,Wintergroen,100,Schaduw,Vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3372_src.jpg"
809,809,Vingerhoedskruid Digitalis Else,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemGeel,Wintergroen,100,Schaduw,Vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1508_src.jpg"
810,810,Vingerhoedskruid Digitalis Helen,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemRoze,Wintergroen,100,Schaduw,Vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1634_src.jpg"
811,811,Vingerhoedskruid Digitalis Mertonensis,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemRoze BloemRood,Wintergroen,100,Schaduw,Vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2356_src.jpg"
812,812,Vingerhoedskruid Digitalis ferruginea,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemGeel BloemBruin,Wintergroen,125,Zon,Droog vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4162_src.jpg"
813,813,Vingerhoedskruid Digitalis ferruginea Gigantea,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemGeel BloemBruin,Wintergroen,125,Zon,Droog vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1133_src.jpg"
814,814,Vingerhoedskruid Digitalis parviflora,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemPaars BloemBruin,Wintergroen,60,Schaduw,Vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4113_src.jpg"
815,815,Viooltje Viola Alba,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli Juni Mei,BladGroen,BloemWit,Wintergroen,15,Zon,Vochthoudend vochtig,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3533_src.jpg"
816,816,Viooltje Viola Columbine,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli Juni Mei,BladGroen,BloemWit BloemPaars,Wintergroen,20,Zon,Vochthoudend vochtig,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3736_src.jpg"
817,817,Viooltje Viola canadensis,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli Juni,BladGroen,BloemWit BloemPaars,NietWintergroen,25,Schaduw,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3288_src.jpg"
818,818,Viooltje Viola sororia Freckles,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,April Mei,BladGroen,BloemBlauw,NietWintergroen,15,Schaduw,Vochthoudend,,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3582_src.jpg"
819,819,Virginische Lobelia Lobelia siphilitica,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus September,BladGroen,BloemBlauw,NietWintergroen,70,Zon,Droog vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/IMG_9676.jpg"
820,820,Vlier Sambucus nigra Aureomarginata,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen BladGeel,BloemWit,NietWintergroen,250,"Halfschaduw, zon",Vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1719_src.jpg"
821,821,Vlier Sambucus nigra Black Lace,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladBruin BladPaars,BloemRoze,NietWintergroen,300,"Halfschaduw, Zon",Vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Sambucus-nigra-Black-Lace.jpg"
822,822,Vlier Sambucus nigra Guincho Purple,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juni Mei,BladRood BladPaars,BloemWit BloemRoze,NietWintergroen,400,"Halfschaduw, zon",Vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3968_src.jpg"
823,823,Vlier Sambucus nigra Variegata,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen BladWit,BloemWit,NietWintergroen,250,"Halfschaduw, zon",Vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/20210903_115332.jpg"
824,824,Vlinderstruik Buddleja alternifolia,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Mei,BladGroen,BloemPaars,NietWintergroen,300,"Halfschaduw, Zon",Droog vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vlinderstruik-Buddleja-alternifolia.png"
825,825,Vlinderstruik Buddleja davidii African Queen,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus September,BladGroen,BloemPaars,NietWintergroen,250,Halfschaduw Zon,Droog vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Screenshot_20210827-134848_Drive.jpg"
826,826,Vlinderstruik Buddleja davidii Black Knight,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus September,BladGroen,BloemPaars,NietWintergroen,250,Halfschaduw Zon,Droog vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1267_src.jpg"
827,827,Vlinderstruik Buddleja davidii Ile de France,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus September,BladGroen,BloemPaars,NietWintergroen,250,Zon,Droog vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vlinderstruik-Buddleja-davidii-'Ile-de-France'-bloei.jpg"
828,828,Vlinderstruik Buddleja davidii Nanho Blue,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus September,BladGroen,BloemBlauw,NietWintergroen,150,Halfschaduw Zon,Droog vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vlinderstruik-Buddleja-davidii-'Nanho-Blue'.jpg"
829,829,Vlinderstruik Buddleja davidii Peacock,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli,BladGroen,BloemRoze BloemRood,NietWintergroen,150,Zon,Droog vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2360_src.jpg"
830,830,Vlinderstruik Buddleja davidii Pink Delight,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus September,BladGroen,BloemRoze,NietWintergroen,250,Halfschaduw Zon,Droog vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Schermafbeelding-2021-10-25-om-12.11.16.png"
831,831,Vlinderstruik Buddleja davidii Purple Emperor,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli,BladGroen,BloemPaars BloemRood,NietWintergroen,150,Zon,Droog vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Screenshot_20210827-134848_Drive_1.jpg"
832,832,Vlinderstruik Buddleja davidii White Profusion,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus September,BladGroen,BloemWit,NietWintergroen,250,Halfschaduw Zon,Droog vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vlinderstruik-wit_1.jpg"
833,833,Vlinderstruik Buddleja weyeriana Sungold,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juni Juli,BladGroen,BloemGeel,NietWintergroen,250,Halfschaduw Zon,Droog vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vlinderstruik-Buddleja-weyeriana-'Sungold'-.jpg"
834,834,Vlinderstruik Buddleja x weyeriana Sungold,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli,BladGroen,BloemGeel BloemOranje,NietWintergroen,250,Lichteschaduw Zon,Droog vochthoudend,Hoog,"De plant kunt u het beste in het voorjaar snoeien wanneer er geen kans op vorst meer is. Omdat de plant op 1-jarig hout bloeit en de vlinderstruik er al snel rommelig uit kan zien, snoeit u alle takken tot circa 30 cm boven de grond.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1053_src.jpg"
835,835,Voorjaarsheide Erica x darleyensis White Perfection,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Januari Februari Maart April,BladGroen,BloemWit,Wintergroen,35,Zon,Droog vochthoudend,,,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/no-image-available-small_86.jpg"
836,836,Voorjaarsvlambloem Phlox divaricata Blue Dreams,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemPaars BloemBlauw,Wintergroen,30,"Halfschaduw, zon",Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3452_src.jpg"
837,837,Voorjaarsvlambloem Phlox divaricata Charles Ricardo,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemPaars BloemBlauw,Wintergroen,30,"Halfschaduw, zon",Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1683_src.jpg"
838,838,Voorjaarsvlambloem Phlox divaricata Chattahoochee,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Juni Mei,BladGroen,BloemPaars BloemBlauw,Wintergroen,15,Lichte schaduw,Vochthoudend vochtig,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1628_src.jpg"
839,839,Vossebes Vaccinium vitis idaea,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei,,BloemWit,Wintergroen,25,,,,,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/vossebes.jpg"
840,840,Vuurdoorn Pyracantha Orange Glow,Haagplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemWit,Wintergroen,300,Lichteschaduw Zon,Droog vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vuurdoorn-bessen.jpg"
841,841,Vuurdoorn Pyracantha Red column,Haagplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen BladRood,BloemWit,Wintergroen,400,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/zuurdoorn-pyracantha-red-column-1_1.jpg"
842,842,kniphofia nancys red/,Borderplanten,GeenVogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus September Oktober,BladGroen,BloemRood BloemOranje,NietWintergroen,80,Zon,Droog vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Nancy-red-vuurpijl-klantfoto.png"
843,843,Vuurpijl Kniphofia Rood,Borderplanten,GeenVogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus September Oktober,BladGroen,BloemRood BloemOranje,NietWintergroen,80,Zon,Droog vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Nancy-red-vuurpijl-klantfoto.png"
844,844,Weigelia Weigela,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni Juli,BladGeel BladGroen,BloemRoze,NietWintergroen,125,"Halfschaduw, Zon",Vochthoudend vochtig,Hoog,Een aantal oude takken (maximaal 1/3 van alle takken) verwijderen tot op 10 cm boven de grond. De oude takken zijn te herkennen aan de lichtere kleur hout. Door deze snoeiwijze ontwikkelt de plant regelmatig krachtige nieuwe scheuten. Door deze snoeiwijze blijven er ook voldoende takken over die zorgen voor de bloei.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Weigelia-Weigela-bloeivorm-roze.jpg"
845,845,Weigelia Weigela Nana Variegata,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni Juli,BladGeel,BloemRoze,NietWintergroen,125,Lichteschaduw Zon,Vochthoudend vochtig,Hoog,Een aantal oude takken (maximaal 1/3 van alle takken) verwijderen tot op 10 cm boven de grond. De oude takken zijn te herkennen aan de lichtere kleur hout. Door deze snoeiwijze ontwikkelt de plant regelmatig krachtige nieuwe scheuten. Door deze snoeiwijze blijven er ook voldoende takken over die zorgen voor de bloei.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/rsz_weigelia_klant_foto.jpg"
846,846,Wilde bertram Achillea ptarmica,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemWit,NietWintergroen,70,Zon,Vochthoudend vochtig,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3699_src.jpg"
847,847,Wilde bertram Achillea ptarmica Major,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemWit,NietWintergroen,50,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1116_src.jpg"
848,848,Wilde bertram Achillea ptarmica Nana compacta,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemWit,NietWintergroen,40,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2086_src.jpg"
849,849,Wilde bertram Achillea ptarmica The Pearl,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemWit,NietWintergroen,70,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2246_src.jpg"
850,850,Wilde judaspenning Lunaria rediviva,Planten op standplaats,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni Juli,BladGroen,BloemPaars,NietWintergroen,100,Schaduw,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_664_src.jpg"
851,851,Wilde kamperfoelie Lonicera periclymenum Belgica,Klimplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemPaars BloemGeel,NietWintergroen,300,Halfschaduw,Vochthoudend vochtig,Gemiddeld,Lange scheuten die in de weg zitten wegknippen. De plant hoeft verder niet gesnoeid te worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_292_src.jpg"
852,852,Wilde kamperfoelie Lonicera periclymenum Serotina,Klimplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemPaars BloemGeel,NietWintergroen,300,"Halfschaduw, Schaduw",Vochthoudend vochtig,Gemiddeld,Lange scheuten die in de weg zitten wegknippen. De plant hoeft verder niet gesnoeid te worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1870_src.jpg"
