,Name,Type,Birds,Bees,Butterflies,Hedgehogs,Squirrels,Flowering period,Leaf color,Flower color,Evergreen,Plant growth,Sun exposure,Soil moisture,Maintenance,Maintenance description,Photo
767,Toorts-Verbascum-Jackie,Borderplanten,Ja,Ja,Ja,,,"September, Augustus, Juli, Juni",Grijs,Oranje,Nee,60,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3445_src.jpg']"
768,Toorts-Verbascum-Letitia,Borderplanten,Ja,Ja,Ja,,,"Juli, Augustus",Grijs,Geel,Nee,25,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3388_src.jpg']"
769,Toorts-Verbascum-Royal-Highland,Borderplanten,Ja,Ja,Ja,,,"Augustus, Juli, Juni","Groen, Grijs",Oranje,Nee,125,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2033_src.jpg']"
770,Toorts-Verbascum-chaixii-Album,Borderplanten,Ja,,Ja,,,"Juni, Juli, Augustus",Groen,Wit,Nee,100,Zon,Droog,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_312_src.jpg']"
771,Toorts-Verbascum-olympicum,Borderplanten,Ja,Ja,Ja,,,"Juli, Augustus",Grijs,Geel,Nee,170,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2298_src.jpg']"
772,Toverhazelaar-Hamamelis-x-intermedia-Arnold-Promise,Heesters en Struiken,Ja,,,,,"Februari, Maart",Groen,Geel,Nee,300,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/no-image-available-small_17.jpg']"
773,Toverhazelaar-Hamamelis-x-intermedia-Diane,Heesters en Struiken,Ja,,,,,"Februari, Maart",Groen,"Roze, Rood",Nee,300,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1461_src.jpg']"
774,Toverhazelaar-Hamamelis-x-intermedia-Pallida,Heesters en Struiken,Ja,,,,,"December, Februari, Januari",Groen,Geel,Nee,350,"Halfschaduw, Zon",Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/tempFileForShare_20201123-173856.jpg']"
775,Toverhazelaar-Hamamelis-x-intermedia-Ruby-Glow,Heesters en Struiken,Ja,,,,,,Groen,Rood,Nee,300,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2231_src.jpg']"
776,Tripmadam-Sedum-reflexum,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Grijs,Geel,Ja,20,Zon,Droog-vochthoudend,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_191_src.jpg']"
777,Trosroos-Rosa-Amsterdam,Heesters en Struiken,,Ja,Ja,,,"September, Augustus, Juli, Juni","Groen, Rood","Rood, Oranje",Nee,70,Lichte schaduw / zon,Droog-vochthoudend,Hoog,"Het eerste jaar na planten alle dunne takjes verwijderen en 2,3 of 4 takken die de struik heeft terugknippen zodat u 4-5 ""ogen"" overhoudt. Als bovenste oog kiest u een oog dat naar buiten is gericht. Volgende jaren: Allereerst worden alle beschadigde en kruisende takken weggeknipt. Hierna worden de oudste takken teruggeknipt tot vlak boven de grond. Dit bevordert de groei van nieuwe, stevige takken. U houdt nu 3-5 jonge takken aan die regelmatig verdeelt staan. Deze takken worden afgeknipt op 4-5 ogen, waarbij het bovenste aan de buitenzijde van de struik zit.Als de struiken alleen staan (dus niet in een perk) mogen de gesnoeide takken iets langer blijven (25-40 cm). Tijdens de zomer worden de oude bloemen regelmatig verwijdert om de herbloei te bevorderen.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3976_src.jpg']"
778,Trosroos-Rosa-Astrid-Lindgren,Heesters en Struiken,Ja,Ja,Ja,,,"September, Augustus, Juli, Juni",Groen,Roze,Nee,80,Lichte schaduw / zon,Droog-vochthoudend,Hoog,"Het eerste jaar na planten alle dunne takjes verwijderen en 2,3 of 4 takken die de struik heeft terugknippen zodat u 4-5 ""ogen"" overhoudt. Als bovenste oog kiest u een oog dat naar buiten is gericht. Volgende jaren: Allereerst worden alle beschadigde en kruisende takken weggeknipt. Hierna worden de oudste takken teruggeknipt tot vlak boven de grond. Dit bevordert de groei van nieuwe, stevige takken. U houdt nu 3-5 jonge takken aan die regelmatig verdeelt staan. Deze takken worden afgeknipt op 4-5 ogen, waarbij het bovenste aan de buitenzijde van de struik zit.Als de struiken alleen staan (dus niet in een perk) mogen de gesnoeide takken iets langer blijven (25-40 cm). Tijdens de zomer worden de oude bloemen regelmatig verwijdert om de herbloei te bevorderen.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1741_src.jpg']"
779,Trosroos-Rosa-Atlantic-Star,Heesters en Struiken,,Ja,Ja,,,"September, Augustus, Juli, Juni",Groen,Oranje,Nee,75,Lichte schaduw / zon,Droog-vochthoudend,Hoog,"Het eerste jaar na planten alle dunne takjes verwijderen en 2,3 of 4 takken die de struik heeft terugknippen zodat u 4-5 ""ogen"" overhoudt. Als bovenste oog kiest u een oog dat naar buiten is gericht. Volgende jaren: Allereerst worden alle beschadigde en kruisende takken weggeknipt. Hierna worden de oudste takken teruggeknipt tot vlak boven de grond. Dit bevordert de groei van nieuwe, stevige takken. U houdt nu 3-5 jonge takken aan die regelmatig verdeelt staan. Deze takken worden afgeknipt op 4-5 ogen, waarbij het bovenste aan de buitenzijde van de struik zit.Als de struiken alleen staan (dus niet in een perk) mogen de gesnoeide takken iets langer blijven (25-40 cm). Tijdens de zomer worden de oude bloemen regelmatig verwijdert om de herbloei te bevorderen.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3763_src.jpg']"
780,Trosroos-Rosa-Betty-Prior,Heesters en Struiken,,Ja,Ja,,,"September, Augustus, Juli, Juni",Groen,Roze,Nee,80,Lichte schaduw / zon,Droog-vochthoudend,Hoog,"Het eerste jaar na planten alle dunne takjes verwijderen en 2,3 of 4 takken die de struik heeft terugknippen zodat u 4-5 ""ogen"" overhoudt. Als bovenste oog kiest u een oog dat naar buiten is gericht. Volgende jaren: Allereerst worden alle beschadigde en kruisende takken weggeknipt. Hierna worden de oudste takken teruggeknipt tot vlak boven de grond. Dit bevordert de groei van nieuwe, stevige takken. U houdt nu 3-5 jonge takken aan die regelmatig verdeelt staan. Deze takken worden afgeknipt op 4-5 ogen, waarbij het bovenste aan de buitenzijde van de struik zit.Als de struiken alleen staan (dus niet in een perk) mogen de gesnoeide takken iets langer blijven (25-40 cm). Tijdens de zomer worden de oude bloemen regelmatig verwijdert om de herbloei te bevorderen.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1374_src.jpg']"
781,Trosroos-Rosa-Bonica,Heesters en Struiken,Ja,Ja,Ja,Ja,,"September, Augustus, Juli, Juni",Groen,Roze,Nee,90,Lichte schaduw / zon,Droog-vochthoudend,Hoog,"Het eerste jaar na planten alle dunne takjes verwijderen en 2,3 of 4 takken die de struik heeft terugknippen zodat u 4-5 ""ogen"" overhoudt. Als bovenste oog kiest u een oog dat naar buiten is gericht. Volgende jaren: Allereerst worden alle beschadigde en kruisende takken weggeknipt. Hierna worden de oudste takken teruggeknipt tot vlak boven de grond. Dit bevordert de groei van nieuwe, stevige takken. U houdt nu 3-5 jonge takken aan die regelmatig verdeelt staan. Deze takken worden afgeknipt op 4-5 ogen, waarbij het bovenste aan de buitenzijde van de struik zit.Als de struiken alleen staan (dus niet in een perk) mogen de gesnoeide takken iets langer blijven (25-40 cm). Tijdens de zomer worden de oude bloemen regelmatig verwijdert om de herbloei te bevorderen.","[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Trosroos-Rosa-'Bonica'.png""]"
782,Trosroos-Rosa-City-of-London,Heesters en Struiken,,Ja,Ja,,,"September, Augustus, Juli, Juni",Groen,Roze,Nee,150,Lichte schaduw / zon,Droog-vochthoudend,Hoog,"Het eerste jaar na planten alle dunne takjes verwijderen en 2,3 of 4 takken die de struik heeft terugknippen zodat u 4-5 ""ogen"" overhoudt. Als bovenste oog kiest u een oog dat naar buiten is gericht. Volgende jaren: Allereerst worden alle beschadigde en kruisende takken weggeknipt. Hierna worden de oudste takken teruggeknipt tot vlak boven de grond. Dit bevordert de groei van nieuwe, stevige takken. U houdt nu 3-5 jonge takken aan die regelmatig verdeelt staan. Deze takken worden afgeknipt op 4-5 ogen, waarbij het bovenste aan de buitenzijde van de struik zit.Als de struiken alleen staan (dus niet in een perk) mogen de gesnoeide takken iets langer blijven (25-40 cm). Tijdens de zomer worden de oude bloemen regelmatig verwijdert om de herbloei te bevorderen.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3255_src.jpg']"
783,Trosroos-Rosa-Class-Act,Heesters en Struiken,,Ja,Ja,,,"September, Augustus, Juli, Juni",Groen,Wit,Nee,70,Lichte schaduw / zon,Droog-vochthoudend,Hoog,"Het eerste jaar na planten alle dunne takjes verwijderen en 2,3 of 4 takken die de struik heeft terugknippen zodat u 4-5 ""ogen"" overhoudt. Als bovenste oog kiest u een oog dat naar buiten is gericht. Volgende jaren: Allereerst worden alle beschadigde en kruisende takken weggeknipt. Hierna worden de oudste takken teruggeknipt tot vlak boven de grond. Dit bevordert de groei van nieuwe, stevige takken. U houdt nu 3-5 jonge takken aan die regelmatig verdeelt staan. Deze takken worden afgeknipt op 4-5 ogen, waarbij het bovenste aan de buitenzijde van de struik zit.Als de struiken alleen staan (dus niet in een perk) mogen de gesnoeide takken iets langer blijven (25-40 cm). Tijdens de zomer worden de oude bloemen regelmatig verwijdert om de herbloei te bevorderen.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_963_src.jpg']"
784,Trosvlier-Sambucus-racemosa,Heesters en Struiken,Ja,,,,,"April, Mei",Groen,"Geel, Groen",Nee,300,Lichte / halfschaduw,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_212_src.jpg']"
785,Trosvlier-Sambucus-racemosa-Plumosa-Aurea,Heesters en Struiken,Ja,,,,,"April, Mei",Geel,"Geel, Groen",Nee,250,Lichte / halfschaduw,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4084_src.jpg']"
786,Trosvlier-Sambucus-racemosa-Sutherland-Gold,Heesters en Struiken,Ja,,,,,"Mei, April","Groen, Geel","Geel, Groen",Nee,250,Lichte / halfschaduw,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2212_src.jpg']"
787,Tuinjudaspenning-Lunaria-annua-Albiflora,Borderplanten,Ja,Ja,Ja,,,"Mei, Juni",Groen,Wit,Ja,90,Schaduw,Vochthoudend,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4144_src.jpg']"
788,Tuinlobelia-Lobelia-erinus-Paper-Moon,Borderplanten,,Ja,,,,"Mei, Juni, Juli",Groen,Wit,Nee,15,Zon,Droog-vochthoudend,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3864_src.jpg']"
789,Twaalfgodenkruid-Dodecatheon-meadia,Borderplanten,,Ja,Ja,,,"Mei, Juni",Groen,Paars,Nee,40,"Halfschaduw, Zon",Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Dodecatheon-media-roze-bloeiwijze.jpg']"
790,Valse-Indigo-Indigolupine-Baptisia-australis,Borderplanten,,Ja,Ja,,,"Juli, Augustus","Groen, Grijs",Blauw,Nee,125,Halfschaduw / zon,Droog,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/valse-indigo.jpg']"
791,Valse-jeneverbes-Microbiota-decussata,Heesters en Struiken,Ja,,,,,,Groen,,Ja,30,Halfschaduw,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/coniferen-tuinplanten-bodembedekker.png']"
792,Veldsalie-Salvia-Pratensis,Borderplanten,Ja,,,,,"Augustus, Juli, Juni",Groen,"Paars, Blauw",Nee,70,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Veldsalie-tuinplant-pot.png']"
793,Veldsalie-Salvia-pratensis-var-haematodes,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Blauw,Nee,100,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2136_src.jpg']"
794,Venijnboom-Taxus-baccata-Standishii,Heesters en Struiken,Ja,,,,,,Geel,,Ja,250,Lichte / halfschaduw,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/taxus-standishii.png']"
795,Verbena-Verbena-Elegance-White,Borderplanten,,Ja,Ja,,,"Augustus, Juli, Juni, Mei",Groen,Wit,Nee,30,Zon,Droog-vochthoudend,Geen,Snoei is niet nodig bij deze plant.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3981_src.jpg']"
796,Verbena-Verbena-Romance-Violet-with-Eye,Borderplanten,,Ja,Ja,,,"Augustus, Juli, Juni, Mei",Groen,Paars,Nee,30,Zon,Droog-vochthoudend,Geen,Snoei is niet nodig bij deze plant.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2796_src.jpg']"
797,Verbena-Verbena-bonariensis,Borderplanten,Ja,Ja,Ja,,,"Oktober, September, Augustus, Juli",Groen,Paars,Nee,150,Zon,Droog-vochthoudend,Geen,Snoei is niet nodig bij deze plant.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1966_src.jpg']"
798,Vetkruid-Sedum-Bertram-Anderson,Borderplanten,,Ja,Ja,,,"September, Augustus","Bruin, Rood","Paars, Rood",Nee,25,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2522_src.jpg']"
799,Vetkruid-Sedum-Matrona,Borderplanten,Ja,Ja,Ja,,,"Oktober, September","Groen, Grijs","Roze, Rood",Nee,60,Zon,Droog,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/tempFileForShare_20200615-142717.jpg']"
800,Vetkruid-Sedum-Sarmentosum,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli","Groen, Geel",Geel,Ja,15,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1748_src.jpg']"
801,Vetkruid-Sedum-spectabile,Borderplanten,,Ja,,,,"September, Oktober",Grijs,Roze,Nee,40,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1993_src.jpg']"
802,Vetkruid-Sedum-spectabile-Brillant,Borderplanten,,Ja,,,,"September, Oktober",Grijs,Roze,Nee,40,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/VetkruidSedumspectabileBrillantrozetuinplant.jpg']"
803,Vetkruid-Sedum-spectabile-Meteor,Borderplanten,,Ja,,,,"September, Oktober",Grijs,Roze,Nee,40,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3488_src.jpg']"
804,Vetkruid-Sedum-spectabile-Rubin,Borderplanten,,Ja,,,,"September, Oktober",Grijs,Roze,Nee,40,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2065_src.jpg']"
805,Vetkruid-Sedum-spectabile-Septemberglut,Borderplanten,,Ja,,,,"September, Oktober",Grijs,Roze,Nee,40,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2014_src.jpg']"
806,Vetkruid-Sedum-spectabile-Stardust,Borderplanten,,Ja,,,,"September, Oktober",Grijs,Wit,Nee,40,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4132_src.jpg']"
807,Vingergras-Panicum-virgatum-Rehbraun,Borderplanten,Ja,,,,,"Augustus, September",Groen,Groen,Nee,120,Zon,Droog-vochthoudend,Laag,De plant beslist niet voor de winter terugknippen. In het voorjaar kan de plant op 5 cm boven de grond worden afgeknipt.,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Vingergras-Panicum-virgatum-'Rehbraun'_Easy-Resize.com.jpg""]"
808,Vingerhoedskruid-Digitalis-Elizabeth,Borderplanten,,Ja,Ja,,,"Juni, Juli",Groen,Roze,Ja,100,Schaduw,Vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3372_src.jpg']"
809,Vingerhoedskruid-Digitalis-Else,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Groen,Geel,Ja,100,Schaduw,Vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1508_src.jpg']"
810,Vingerhoedskruid-Digitalis-Helen,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Groen,Roze,Ja,100,Schaduw,Vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1634_src.jpg']"
811,Vingerhoedskruid-Digitalis-Mertonensis,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Groen,"Roze, Rood",Ja,100,Schaduw,Vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2356_src.jpg']"
812,Vingerhoedskruid-Digitalis-ferruginea,Borderplanten,,Ja,Ja,,,"Juni, Juli",Groen,"Geel, Bruin",Ja,125,Zon,Droog-vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4162_src.jpg']"
813,Vingerhoedskruid-Digitalis-ferruginea-Gigantea,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Groen,"Geel, Bruin",Ja,125,Zon,Droog-vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1133_src.jpg']"
814,Vingerhoedskruid-Digitalis-parviflora,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Groen,"Paars, Bruin",Ja,60,Schaduw,Vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4113_src.jpg']"
815,Viooltje-Viola-Alba,Borderplanten,,Ja,Ja,,,"September, Augustus, Juli, Juni, Mei",Groen,Wit,Ja,15,Zon,Vochthoudend-vochtig,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3533_src.jpg']"
816,Viooltje-Viola-Columbine,Borderplanten,,Ja,Ja,,,"September, Augustus, Juli, Juni, Mei",Groen,"Wit, Paars",Ja,20,Zon,Vochthoudend-vochtig,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3736_src.jpg']"
817,Viooltje-Viola-canadensis,Borderplanten,,Ja,Ja,,,"September, Augustus, Juli, Juni",Groen,"Wit, Paars",Nee,25,Schaduw,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3288_src.jpg']"
818,Viooltje-Viola-sororia-Freckles,Borderplanten,,Ja,Ja,,,"April, Mei",Groen,Blauw,Nee,15,Schaduw,Vochthoudend,,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3582_src.jpg']"
819,Virginische-Lobelia-Lobelia-siphilitica,Borderplanten,,Ja,Ja,,,"Juli, Augustus, September",Groen,Blauw,Nee,70,Zon,Droog-vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/IMG_9676.jpg']"
820,Vlier-Sambucus-nigra-Aureomarginata,Heesters en Struiken,Ja,,,,,"Mei, Juni","Groen, Geel",Wit,Nee,250,Halfschaduw / zon,Vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1719_src.jpg']"
821,Vlier-Sambucus-nigra-Black-Lace,Heesters en Struiken,Ja,,,,,"Mei, Juni","Bruin, Paars",Roze,Nee,300,"Halfschaduw, Zon",Vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Sambucus-nigra-Black-Lace.jpg']"
822,Vlier-Sambucus-nigra-Guincho-Purple,Heesters en Struiken,Ja,,,,,"Juni, Mei","Rood, Paars","Wit, Roze",Nee,400,Halfschaduw / zon,Vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3968_src.jpg']"
823,Vlier-Sambucus-nigra-Variegata,Heesters en Struiken,Ja,,,,,"Mei, Juni","Groen, Wit",Wit,Nee,250,Halfschaduw / zon,Vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/20210903_115332.jpg']"
